X,Y,id,Elevation
102.89074245595152,18.662095955850088,695,1121
103.07884963389112,18.72246326591164,696,1228
103.12762774031478,18.549985237164343,697,596
102.92685225628232,18.551064339619284,698,515
103.002581169473,18.580440897359384,699,568
102.98937777125371,18.59041144731489,700,684
103.03896297496809,18.603886850698405,701,616
103.0901668323648,18.60577305044401,702,644
103.08639443287358,18.72030506100177,703,1146
103.11415233693128,18.56696549397587,704,855
103.08450823312796,18.705755014264376,705,1003
103.11738518519502,18.593104744351177,706,660
103.05081972466915,18.592025641896235,707,350
103.0796567311818,18.71761176396549,708,965
102.97159041715156,18.57801514638631,709,852
103.08235448731914,18.71841886125616,710,1051
102.8101620408147,18.67583890529681,711,1534
102.94410005915708,18.66452170682317,712,1201
103.07831008266366,18.578282692449516,713,514
103.07561678562736,18.712220710791872,714,1000
103.07884963389114,18.663982155595694,715,390
103.09313213456532,18.714378915701744,716,1039
103.13113259374278,18.7033292632913,717,1011
103.12789528637798,18.716265115447342,718,1412
103.1187362928142,18.550792334455025,719,513
103.09447878308346,18.70710166278252,720,863
102.90987645857184,18.647273903948427,721,593
103.06860707877138,18.71356735931001,722,1148
103.12682064302412,18.69227961088086,723,919
103.11577099061364,18.653472054412724,724,640
103.09852318773892,18.6852743631259,725,520
102.99180352222682,18.684195260670965,726,1037
102.91445595535372,18.65967020487701,727,818
102.9866800151164,18.686349006479777,728,1186
103.06106227978891,18.70844831130066,729,871
103.12816729154224,18.71734421790228,730,1427
102.93386196313833,18.648081001239103,731,755
103.11577099061364,18.65373960047593,732,661
103.12816729154224,18.717879310028696,733,1465
103.12951394006038,18.65077875737644,734,751
103.100948938712,18.682848612152824,735,516
102.98048186465212,18.68500235796164,736,1316
103.06402758198948,18.721923714684173,737,953
102.94221385941144,18.662095955850088,738,1108
103.09339968062854,18.558881143765973,739,526
103.07804253660046,18.70898786252812,740,757
103.1370587390428,18.58582749143195,741,738
102.9918035222268,18.587174139950093,742,629
103.03734878038672,18.712760262019337,743,609
102.91338131199986,18.650778757376443,744,782
103.1171176391318,18.742943917050116,745,1452
102.91256975560812,18.649427649757246,746,673
103.09232503727463,18.685541909189105,747,537
102.9799467725257,18.68688855770725,748,1514
103.1109194886675,18.550257242328605,749,411
103.09690453405652,18.65185340073032,750,395
102.99234307345428,18.67988330995228,751,875
103.06214138224388,18.728121865148463,752,1123
103.12762774031478,18.69928485863582,753,878
103.00554647167353,18.549178139873675,754,232
103.07265148342684,18.72057706616603,755,1165
102.97105086592408,18.67045231122425,756,1587
103.14218224615324,18.586906593886884,757,862
103.1297814861236,18.554297187883037,758,876
103.0694186351631,18.70682965761825,759,920
102.97159041715156,18.627332804037422,760,506
103.08424068706476,18.706562111555044,761,1008
103.10040938748452,18.704136360581973,762,806
103.06968618122627,18.705483009100117,763,871
102.90879735611692,18.64862055246657,764,614
102.97724901638836,18.65023920614897,765,674
103.08073583363674,18.691200508425933,766,682
103.11819674158674,18.65401160564019,767,705
103.04974508131528,18.612778298198972,768,611
102.9799467725257,18.652125405894576,769,695
103.05836898275268,18.727854319085253,770,1077
103.03977453135978,18.715725564219884,771,794
102.9918035222268,18.68580945525231,772,1147
103.03061107869496,18.601189094561068,773,597
102.96997176346912,18.674492256778667,774,1790
102.91661416026362,18.65239295195779,775,823
103.07615633685484,18.70682965761825,776,630
